id,name,category,variation,availability
clothing_1228-1,Spider-Web Tee,Tops,,Mabel Able Sisters 
clothing_1229-1,Spider-Web Tights,Socks,White,Kicks 
clothing_1229-2,Spider-Web Tights,Socks,Black,Kicks 
clothing_1229-3,Spider-Web Tights,Socks,Orange,Kicks 
clothing_1229-4,Spider-Web Tights,Socks,Purple,Kicks 
clothing_1230-1,Sports Cap,Headwear,White & Red,Able Sisters 
clothing_1230-2,Sports Cap,Headwear,White & Blue,Able Sisters 
clothing_1230-3,Sports Cap,Headwear,Red,Able Sisters 
clothing_1230-4,Sports Cap,Headwear,Blue,Able Sisters 
clothing_1231-1,Sports Tank,Tops,1,Mabel Able Sisters 
clothing_1231-2,Sports Tank,Tops,2,Mabel Able Sisters 
clothing_1231-3,Sports Tank,Tops,3,Mabel Able Sisters 
clothing_1231-4,Sports Tank,Tops,4,Mabel Able Sisters 
clothing_1231-5,Sports Tank,Tops,5,Mabel Able Sisters 
clothing_1231-6,Sports Tank,Tops,6,Mabel Able Sisters 
clothing_1231-7,Sports Tank,Tops,7,Mabel Able Sisters 
clothing_1231-8,Sports Tank,Tops,8,Mabel Able Sisters 
clothing_1232-1,Sporty Sandals,Shoes,Red,Able Sisters 
clothing_1232-2,Sporty Sandals,Shoes,Pink,Able Sisters 
clothing_1232-3,Sporty Sandals,Shoes,Olive,Able Sisters 
clothing_1232-4,Sporty Sandals,Shoes,Green,Able Sisters 
clothing_1232-5,Sporty Sandals,Shoes,Gray,Able Sisters 
clothing_1232-6,Sporty Sandals,Shoes,Blue,Able Sisters 
clothing_1232-7,Sporty Sandals,Shoes,Purple,Able Sisters 
clothing_1232-8,Sporty Sandals,Shoes,Beige,Able Sisters 
clothing_1233-1,Sporty Shades,Accessories,White,Mabel Able Sisters 
clothing_1233-2,Sporty Shades,Accessories,Black,Mabel Able Sisters 
clothing_1233-3,Sporty Shades,Accessories,Pink,Mabel Able Sisters 
clothing_1233-4,Sporty Shades,Accessories,Lime,Mabel Able Sisters 
clothing_1233-5,Sporty Shades,Accessories,Light Blue,Mabel Able Sisters 
clothing_1234-1,Sporty Skirt,Bottoms,Gray,Mabel Able Sisters 
clothing_1234-2,Sporty Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_1234-3,Sporty Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_1234-4,Sporty Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_1235-1,Sprite Costume,Dress-Up,Red,Able Sisters 
clothing_1235-2,Sprite Costume,Dress-Up,Pink,Able Sisters 
clothing_1235-3,Sprite Costume,Dress-Up,Yellow,Able Sisters 
clothing_1235-4,Sprite Costume,Dress-Up,Green,Able Sisters 
clothing_1235-5,Sprite Costume,Dress-Up,Mint,Able Sisters 
clothing_1235-6,Sprite Costume,Dress-Up,Blue,Able Sisters 
clothing_1235-7,Sprite Costume,Dress-Up,Brown,Able Sisters 
clothing_1236-1,Square Backpack,Bags,Pink,Kicks 
clothing_1236-2,Square Backpack,Bags,Yellow,Kicks 
clothing_1236-3,Square Backpack,Bags,Green,Kicks 
clothing_1237-1,Square Glasses,Accessories,Gray,Mabel Able Sisters 
clothing_1237-2,Square Glasses,Accessories,Black,Mabel Able Sisters 
clothing_1237-3,Square Glasses,Accessories,Blue,Mabel Able Sisters 
clothing_1237-4,Square Glasses,Accessories,Brown,Mabel Able Sisters 
clothing_1238-1,Square Shoulder Bag,Bags,Black,Kicks 
clothing_1238-2,Square Shoulder Bag,Bags,Beige,Kicks 
clothing_1239-1,Squared Browline Glasses,Accessories,Gray,Able Sisters Apparel shop 
clothing_1239-2,Squared Browline Glasses,Accessories,Black,Able Sisters Apparel shop 
clothing_1239-3,Squared Browline Glasses,Accessories,Green,Able Sisters Apparel shop 
clothing_1239-4,Squared Browline Glasses,Accessories,Brown,Able Sisters Apparel shop 
clothing_1240-1,Stache & Glasses,Accessories,Black,Able Sisters 
clothing_1240-2,Stache & Glasses,Accessories,Red,Able Sisters 
clothing_1241-1,Staff Uniform,Tops,Pink,Able Sisters 
clothing_1241-2,Staff Uniform,Tops,Yellow,Able Sisters 
clothing_1241-3,Staff Uniform,Tops,Blue,Able Sisters 
clothing_1242-1,Stagehand Hat,Headwear,,Able Sisters 
clothing_1243-1,Star Bopper,Headwear,,Isabelle 
clothing_1244-1,Star Costume,Dress-Up,White,Able Sisters 
clothing_1244-2,Star Costume,Dress-Up,Black,Able Sisters 
clothing_1244-3,Star Costume,Dress-Up,Red,Able Sisters 
clothing_1244-4,Star Costume,Dress-Up,Yellow,Able Sisters 
clothing_1244-5,Star Costume,Dress-Up,Navy Blue,Able Sisters 
clothing_1245-1,Star Hairpin,Headwear,Black,Mabel Able Sisters 
clothing_1245-2,Star Hairpin,Headwear,Pink,Mabel Able Sisters 
clothing_1245-3,Star Hairpin,Headwear,Yellow,Mabel Able Sisters 
clothing_1245-4,Star Hairpin,Headwear,Mint,Mabel Able Sisters 
clothing_1245-5,Star Hairpin,Headwear,Purple,Mabel Able Sisters 
clothing_1246-1,Star Head,Headwear,,Crafting 
clothing_1247-1,Star Pochette,Bags,,Crafting 
clothing_1248-1,Star Shades,Accessories,Pink,Mabel Able Sisters 
clothing_1248-2,Star Shades,Accessories,Yellow,Mabel Able Sisters 
clothing_1248-3,Star Shades,Accessories,Green,Mabel Able Sisters 
clothing_1248-4,Star Shades,Accessories,Blue,Mabel Able Sisters 
clothing_1248-5,Star Shades,Accessories,Purple,Mabel Able Sisters 
clothing_1249-1,Starry Tank,Tops,,Nook Shopping 
clothing_1250-1,Steampunk Costume,Dress-Up,Red,Able Sisters 
clothing_1250-2,Steampunk Costume,Dress-Up,Purple,Able Sisters 
clothing_1251-1,Steampunk Dress,Dress-Up,Red,Able Sisters 
clothing_1251-2,Steampunk Dress,Dress-Up,Purple,Able Sisters 
clothing_1251-3,Steampunk Dress,Dress-Up,Green,Able Sisters 
clothing_1251-4,Steampunk Dress,Dress-Up,Blue,Able Sisters 
clothing_1251-5,Steampunk Dress,Dress-Up,Black,Able Sisters 
clothing_1252-1,Steampunk Glasses,Accessories,Green,Able Sisters 
clothing_1252-2,Steampunk Glasses,Accessories,Purple,Able Sisters 
clothing_1253-1,Steampunk Hat,Headwear,Red,Able Sisters Apparel shop 
clothing_1253-2,Steampunk Hat,Headwear,Purple,Able Sisters Apparel shop 
clothing_1253-3,Steampunk Hat,Headwear,Green,Able Sisters Apparel shop 
clothing_1253-4,Steampunk Hat,Headwear,Blue,Able Sisters Apparel shop 
clothing_1253-5,Steampunk Hat,Headwear,Black,Able Sisters Apparel shop 
clothing_1254-1,Steel-Toed Boots,Shoes,Gray,Mabel Able Sisters 
clothing_1254-2,Steel-Toed Boots,Shoes,Black,Mabel Able Sisters 
clothing_1254-3,Steel-Toed Boots,Shoes,Red,Mabel Able Sisters 
clothing_1254-4,Steel-Toed Boots,Shoes,Green,Mabel Able Sisters 
clothing_1254-5,Steel-Toed Boots,Shoes,Brown,Mabel Able Sisters 
clothing_1254-6,Steel-Toed Boots,Shoes,Beige,Mabel Able Sisters 
clothing_1255-1,Stellar Jumpsuit,Dress-Up,Dark Red,Able Sisters 
clothing_1255-2,Stellar Jumpsuit,Dress-Up,Red,Able Sisters 
clothing_1255-3,Stellar Jumpsuit,Dress-Up,Green,Able Sisters 
clothing_1255-4,Stellar Jumpsuit,Dress-Up,Blue,Able Sisters 
clothing_1255-5,Stellar Jumpsuit,Dress-Up,Purple,Able Sisters 
clothing_1256-1,Sticky Rice,Accessories,,Mabel Able Sisters 
clothing_1257-1,Stockings,Socks,White,Mabel Able Sisters 
clothing_1257-2,Stockings,Socks,Gray,Mabel Able Sisters 
clothing_1257-3,Stockings,Socks,Black,Mabel Able Sisters 
clothing_1257-4,Stockings,Socks,Brown,Mabel Able Sisters 
clothing_1257-5,Stockings,Socks,Beige,Mabel Able Sisters 
clothing_1258-1,Stone-Egg Outfit,Dress-Up,,Crafting 
clothing_1259-1,Stone-Egg Shell,Headwear,,Crafting 
clothing_1260-1,Stone-Egg Shoes,Shoes,,Crafting 
clothing_1261-1,Strappy Heels,Shoes,Silver,Able Sisters 
clothing_1261-2,Strappy Heels,Shoes,Black,Able Sisters 
clothing_1261-3,Strappy Heels,Shoes,Red,Able Sisters 
clothing_1261-4,Strappy Heels,Shoes,Pink,Able Sisters 
clothing_1261-5,Strappy Heels,Shoes,Gold,Able Sisters 
clothing_1261-6,Strappy Heels,Shoes,Green,Able Sisters 
clothing_1261-7,Strappy Heels,Shoes,Blue,Able Sisters 
clothing_1261-8,Strappy Heels,Shoes,Purple,Able Sisters 
clothing_1262-1,Straw Boater,Headwear,Monotone,Mabel Able Sisters 
clothing_1262-2,Straw Boater,Headwear,Pink,Mabel Able Sisters 
clothing_1262-3,Straw Boater,Headwear,Brown,Mabel Able Sisters 
clothing_1262-4,Straw Boater,Headwear,Light Blue,Mabel Able Sisters 
clothing_1262-5,Straw Boater,Headwear,Dark Brown,Mabel Able Sisters 
clothing_1262-6,Straw Boater,Headwear,Beige,Mabel Able Sisters 
clothing_1262-7,Straw Boater,Headwear,Light Brown,Mabel Able Sisters 
clothing_1262-8,Straw Boater,Headwear,Cream,Mabel Able Sisters 
clothing_1263-1,Straw Hat,Headwear,Red,Mabel Able Sisters 
clothing_1263-2,Straw Hat,Headwear,Blue,Mabel Able Sisters 
clothing_1263-3,Straw Hat,Headwear,Brown,Mabel Able Sisters 
clothing_1264-1,Straw Pochette,Bags,,Kicks 
clothing_1265-1,Straw Umbrella Hat,Headwear,,Crafting 
clothing_1266-1,Strawberry Dress,Dress-Up,,Mabel Able Sisters 
clothing_1267-1,Strawberry Hat,Headwear,,Mabel Able Sisters 
clothing_1268-1,Strawberry Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_1269-1,Stretch Leggings,Socks,White,Mabel Able Sisters 
clothing_1269-2,Stretch Leggings,Socks,Gray,Mabel Able Sisters 
clothing_1269-3,Stretch Leggings,Socks,Dark Gray,Mabel Able Sisters 
clothing_1269-4,Stretch Leggings,Socks,Black,Mabel Able Sisters 
clothing_1269-5,Stretch Leggings,Socks,Green,Mabel Able Sisters 
clothing_1269-6,Stretch Leggings,Socks,Navy Blue,Mabel Able Sisters 
clothing_1269-7,Stretch Leggings,Socks,Brown,Mabel Able Sisters 
clothing_1270-1,Striped Basket Bag,Bags,Brown,Kicks 
clothing_1270-2,Striped Basket Bag,Bags,Black & White,Kicks 
clothing_1271-1,Striped Bell-Bottoms,Bottoms,Red,Able Sisters 
clothing_1271-2,Striped Bell-Bottoms,Bottoms,Orange,Able Sisters 
clothing_1271-3,Striped Bell-Bottoms,Bottoms,Yellow,Able Sisters 
clothing_1271-4,Striped Bell-Bottoms,Bottoms,Green,Able Sisters 
clothing_1272-1,Striped Dress,Dress-Up,Gray,Mabel Able Sisters 
clothing_1272-2,Striped Dress,Dress-Up,Black,Mabel Able Sisters 
clothing_1272-3,Striped Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_1272-4,Striped Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_1272-5,Striped Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_1272-6,Striped Dress,Dress-Up,Yellow,Mabel Able Sisters 
clothing_1272-7,Striped Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_1272-8,Striped Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_1273-1,Striped Halter Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_1273-2,Striped Halter Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_1273-3,Striped Halter Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_1273-4,Striped Halter Dress,Dress-Up,Light Blue,Mabel Able Sisters 
clothing_1274-1,Striped Maxi Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_1274-2,Striped Maxi Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_1274-3,Striped Maxi Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_1274-4,Striped Maxi Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_1275-1,Striped Pants,Bottoms,Black,Mabel Able Sisters 
clothing_1275-2,Striped Pants,Bottoms,Red,Mabel Able Sisters 
clothing_1275-3,Striped Pants,Bottoms,Orange,Mabel Able Sisters 
clothing_1275-4,Striped Pants,Bottoms,Green,Mabel Able Sisters 
clothing_1275-5,Striped Pants,Bottoms,Blue,Mabel Able Sisters 
clothing_1276-1,Striped Shirt,Tops,Red,Mabel Able Sisters 
clothing_1276-2,Striped Shirt,Tops,Yellow,Mabel Able Sisters 
clothing_1276-3,Striped Shirt,Tops,Green,Mabel Able Sisters 
clothing_1276-4,Striped Shirt,Tops,Blue,Mabel Able Sisters 
clothing_1276-5,Striped Shirt,Tops,Navy Blue,Mabel Able Sisters 
clothing_1276-6,Striped Shirt,Tops,Purple,Mabel Able Sisters 
clothing_1277-1,Striped Shorts,Bottoms,Red,Able Sisters 
clothing_1277-2,Striped Shorts,Bottoms,Pink,Able Sisters 
clothing_1277-3,Striped Shorts,Bottoms,Yellow,Able Sisters 
clothing_1277-4,Striped Shorts,Bottoms,Blue,Able Sisters 
clothing_1278-1,Striped Socks,Socks,Monotone,Mabel Able Sisters 
clothing_1278-2,Striped Socks,Socks,Red,Mabel Able Sisters 
clothing_1278-3,Striped Socks,Socks,Orange,Mabel Able Sisters 
clothing_1278-4,Striped Socks,Socks,Yellow,Mabel Able Sisters 
clothing_1278-5,Striped Socks,Socks,Green,Mabel Able Sisters 
clothing_1278-6,Striped Socks,Socks,Light Blue,Mabel Able Sisters 
clothing_1278-7,Striped Socks,Socks,Blue,Mabel Able Sisters 
clothing_1278-8,Striped Socks,Socks,Purple,Mabel Able Sisters 
clothing_1279-1,Striped Tank,Tops,Gray,Mabel Able Sisters 
clothing_1279-2,Striped Tank,Tops,Black,Mabel Able Sisters 
clothing_1279-3,Striped Tank,Tops,Red,Mabel Able Sisters 
clothing_1279-4,Striped Tank,Tops,Pink,Mabel Able Sisters 
clothing_1279-5,Striped Tank,Tops,Orange,Mabel Able Sisters 
clothing_1279-6,Striped Tank,Tops,Yellow,Mabel Able Sisters 
clothing_1279-7,Striped Tank,Tops,Green,Mabel Able Sisters 
clothing_1279-8,Striped Tank,Tops,Blue,Mabel Able Sisters 
clothing_1280-1,Striped Tee,Tops,White,Mabel Able Sisters 
clothing_1280-2,Striped Tee,Tops,Red,Mabel Able Sisters 
clothing_1280-3,Striped Tee,Tops,Green,Mabel Able Sisters 
clothing_1280-4,Striped Tee,Tops,Navy Blue,Mabel Able Sisters 
clothing_1280-5,Striped Tee,Tops,Purple,Mabel Able Sisters 
clothing_1280-6,Striped Tee,Tops,Camel,Mabel Able Sisters 
clothing_1281-1,Striped Tights,Socks,Gray,Able Sisters 
clothing_1281-2,Striped Tights,Socks,Red,Able Sisters 
clothing_1281-3,Striped Tights,Socks,Pink,Able Sisters 
clothing_1281-4,Striped Tights,Socks,Orange,Able Sisters 
clothing_1281-5,Striped Tights,Socks,Yellow,Able Sisters 
clothing_1281-6,Striped Tights,Socks,Green,Able Sisters 
clothing_1281-7,Striped Tights,Socks,Light Blue,Able Sisters 
clothing_1281-8,Striped Tights,Socks,Purple,Able Sisters 
clothing_1282-1,Striped Umbrella,Umbrellas,,Nook's Cranny 
clothing_1283-1,Studded Backpack,Bags,White,Kicks 
clothing_1283-2,Studded Backpack,Bags,Black,Kicks 
clothing_1284-1,Student Cap,Headwear,Black,Able Sisters 
clothing_1284-2,Student Cap,Headwear,White,Able Sisters 
clothing_1284-3,Student Cap,Headwear,Gray,Able Sisters 
clothing_1284-4,Student Cap,Headwear,Berry Red,Able Sisters 
clothing_1284-5,Student Cap,Headwear,Green,Able Sisters 
clothing_1284-6,Student Cap,Headwear,Blue,Able Sisters 
clothing_1284-7,Student Cap,Headwear,Purple,Able Sisters 
clothing_1285-1,Stylish Jumpsuit,Dress-Up,Gray,Mabel Able Sisters 
clothing_1285-2,Stylish Jumpsuit,Dress-Up,Black,Mabel Able Sisters 
clothing_1285-3,Stylish Jumpsuit,Dress-Up,Pink,Mabel Able Sisters 
clothing_1285-4,Stylish Jumpsuit,Dress-Up,Avocado,Mabel Able Sisters 
clothing_1285-5,Stylish Jumpsuit,Dress-Up,Beige,Mabel Able Sisters 
clothing_1286-1,Suit of Lights,Dress-Up,Black,Able Sisters 
clothing_1286-2,Suit of Lights,Dress-Up,Red,Able Sisters 
clothing_1286-3,Suit of Lights,Dress-Up,Pink,Able Sisters 
clothing_1286-4,Suit of Lights,Dress-Up,Green,Able Sisters 
clothing_1286-5,Suit of Lights,Dress-Up,Blue,Able Sisters 
clothing_1287-1,Suit with Stand-Up Collar,Dress-Up,White,Able Sisters 
clothing_1287-2,Suit with Stand-Up Collar,Dress-Up,Black,Able Sisters 
clothing_1287-3,Suit with Stand-Up Collar,Dress-Up,Avocado,Able Sisters 
clothing_1287-4,Suit with Stand-Up Collar,Dress-Up,Beige,Able Sisters 
clothing_1288-1,Sunflower Crown,Headwear,,Nook Shopping 
clothing_1289-1,Sunflower Dress,Dress-Up,White,Mabel Able Sisters 
clothing_1289-2,Sunflower Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_1289-3,Sunflower Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_1290-1,Sunflower Sunglasses,Accessories,,Nook Shopping 
clothing_1291-1,Sunny Parasol,Umbrellas,,Nook's Cranny 
clothing_1292-1,Superhero Mask,Accessories,,Able Sisters 
clothing_1293-1,Superhero Uniform,Dress-Up,Black,Able Sisters 
clothing_1293-2,Superhero Uniform,Dress-Up,Red,Able Sisters 
clothing_1293-3,Superhero Uniform,Dress-Up,Green,Able Sisters 
clothing_1293-4,Superhero Uniform,Dress-Up,Blue,Able Sisters 
clothing_1294-1,Surfing Shorts,Bottoms,Gray,Mabel Able Sisters 
clothing_1294-2,Surfing Shorts,Bottoms,Pink,Mabel Able Sisters 
clothing_1294-3,Surfing Shorts,Bottoms,Green,Mabel Able Sisters 
clothing_1294-4,Surfing Shorts,Bottoms,Blue,Mabel Able Sisters 
clothing_1294-5,Surfing Shorts,Bottoms,Purple,Mabel Able Sisters 
clothing_1295-1,Sushi Chef Hat,Headwear,White,Able Sisters 
clothing_1295-2,Sushi Chef Hat,Headwear,Dark Blue,Able Sisters 
clothing_1296-1,Sushi Chef's Outfit,Tops,White,Able Sisters 
clothing_1296-2,Sushi Chef's Outfit,Tops,Dark Blue,Able Sisters 
clothing_1297-1,Suspender Outfit,Dress-Up,Black,Mabel Able Sisters 
clothing_1297-2,Suspender Outfit,Dress-Up,Pink,Mabel Able Sisters 
clothing_1297-3,Suspender Outfit,Dress-Up,Light Green,Mabel Able Sisters 
clothing_1297-4,Suspender Outfit,Dress-Up,Gray,Mabel Able Sisters 
clothing_1297-5,Suspender Outfit,Dress-Up,Blue,Mabel Able Sisters 
clothing_1298-1,Sweater Dress,Dress-Up,Olive,Mabel Able Sisters 
clothing_1298-2,Sweater Dress,Dress-Up,Dark Brown,Mabel Able Sisters 
clothing_1298-3,Sweater Dress,Dress-Up,Beige,Mabel Able Sisters 
clothing_1299-1,Sweater on Shirt,Tops,Gray,Mabel Able Sisters 
clothing_1299-2,Sweater on Shirt,Tops,Pink,Mabel Able Sisters 
clothing_1299-3,Sweater on Shirt,Tops,Yellow,Mabel Able Sisters 
clothing_1299-4,Sweater on Shirt,Tops,Green,Mabel Able Sisters 
clothing_1299-5,Sweater on Shirt,Tops,Blue,Mabel Able Sisters 
clothing_1300-1,Sweater-Vest,Tops,White,Mabel Able Sisters 
clothing_1300-2,Sweater-Vest,Tops,Gray,Mabel Able Sisters 
clothing_1300-3,Sweater-Vest,Tops,Navy Blue,Mabel Able Sisters 
clothing_1300-4,Sweater-Vest,Tops,Beige,Mabel Able Sisters 
clothing_1301-1,Sweatpants,Bottoms,Gray,Mabel Able Sisters 
clothing_1301-2,Sweatpants,Bottoms,Black,Mabel Able Sisters 
clothing_1301-3,Sweatpants,Bottoms,Red,Mabel Able Sisters 
clothing_1301-4,Sweatpants,Bottoms,Pink,Mabel Able Sisters 
clothing_1301-5,Sweatpants,Bottoms,Yellow,Mabel Able Sisters 
clothing_1301-6,Sweatpants,Bottoms,Green,Mabel Able Sisters 
clothing_1301-7,Sweatpants,Bottoms,Light Blue,Mabel Able Sisters 
clothing_1301-8,Sweatpants,Bottoms,Blue,Mabel Able Sisters 
clothing_1302-1,Sweatshirt,Tops,Gray,Mabel Able Sisters 
clothing_1302-2,Sweatshirt,Tops,Red,Mabel Able Sisters 
clothing_1302-3,Sweatshirt,Tops,Yellow,Mabel Able Sisters 
clothing_1302-4,Sweatshirt,Tops,Green,Mabel Able Sisters 
clothing_1302-5,Sweatshirt,Tops,Blue,Mabel Able Sisters 
clothing_1302-6,Sweatshirt,Tops,Purple,Mabel Able Sisters 
clothing_1303-1,Sweet Dress,Dress-Up,White,Able Sisters 
clothing_1303-2,Sweet Dress,Dress-Up,Purple,Able Sisters 
clothing_1304-1,Sweetheart Dress,Dress-Up,Greige,Mabel Able Sisters 
clothing_1304-2,Sweetheart Dress,Dress-Up,Moss Green,Mabel Able Sisters 
clothing_1304-3,Sweetheart Dress,Dress-Up,Peacock Blue,Mabel Able Sisters 
clothing_1304-4,Sweetheart Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_1304-5,Sweetheart Dress,Dress-Up,Beige,Mabel Able Sisters 
clothing_1305-1,Sweetheart Tank and Shirt,Tops,Gray,Mabel Able Sisters 
clothing_1305-2,Sweetheart Tank and Shirt,Tops,Pink,Mabel Able Sisters 
clothing_1305-3,Sweetheart Tank and Shirt,Tops,Beige,Mabel Able Sisters 
clothing_1305-4,Sweetheart Tank and Shirt,Tops,Green,Mabel Able Sisters 
clothing_1305-5,Sweetheart Tank and Shirt,Tops,Blue,Mabel Able Sisters 
clothing_1306-1,Swimming Cap,Headwear,White,Mabel Able Sisters 
clothing_1306-2,Swimming Cap,Headwear,Black,Mabel Able Sisters 
clothing_1306-3,Swimming Cap,Headwear,Red,Mabel Able Sisters 
clothing_1306-4,Swimming Cap,Headwear,Pink,Mabel Able Sisters 
clothing_1306-5,Swimming Cap,Headwear,Yellow,Mabel Able Sisters 
clothing_1306-6,Swimming Cap,Headwear,Green,Mabel Able Sisters 
clothing_1306-7,Swimming Cap,Headwear,Light Blue,Mabel Able Sisters 
clothing_1306-8,Swimming Cap,Headwear,Blue,Mabel Able Sisters 
clothing_1307-1,Sword in Scabbard,Bags,Red,Kicks 
clothing_1307-2,Sword in Scabbard,Bags,Blue,Kicks 
clothing_1307-3,Sword in Scabbard,Bags,Black,Kicks 
clothing_1308-1,Tabi,Socks,White,Able Sisters 
clothing_1308-2,Tabi,Socks,Black,Able Sisters 
clothing_1308-3,Tabi,Socks,Navy Blue,Able Sisters 
clothing_1309-1,Tackle Bag,Bags,,C.J. 
clothing_1310-1,Tailcoat,Tops,White,Able Sisters 
clothing_1310-2,Tailcoat,Tops,Black,Able Sisters 
clothing_1311-1,Tailored Jacket,Tops,Gray,Mabel Able Sisters 
clothing_1311-2,Tailored Jacket,Tops,Black,Mabel Able Sisters 
clothing_1311-3,Tailored Jacket,Tops,Green,Mabel Able Sisters 
clothing_1311-4,Tailored Jacket,Tops,Navy Blue,Mabel Able Sisters 
clothing_1311-5,Tailored Jacket,Tops,Beige,Mabel Able Sisters 
clothing_1312-1,Tam-o'-Shanter,Headwear,Red,Gulliver 
clothing_1312-2,Tam-o'-Shanter,Headwear,Gray,Gulliver 
clothing_1312-3,Tam-o'-Shanter,Headwear,Blue,Gulliver 
clothing_1312-4,Tam-o'-Shanter,Headwear,Green,Gulliver 
clothing_1313-1,Tango Dress,Dress-Up,Black,Able Sisters 
clothing_1313-2,Tango Dress,Dress-Up,Red,Able Sisters 
clothing_1313-3,Tango Dress,Dress-Up,Pink,Able Sisters 
clothing_1313-4,Tango Dress,Dress-Up,Green,Able Sisters 
clothing_1313-5,Tango Dress,Dress-Up,Blue,Able Sisters 
clothing_1313-6,Tango Dress,Dress-Up,Purple,Able Sisters 
clothing_1314-1,Tank,Tops,Black,Mabel Able Sisters 
clothing_1314-2,Tank,Tops,White,Mabel Able Sisters 
clothing_1314-3,Tank,Tops,Brown,Mabel Able Sisters 
clothing_1314-4,Tank,Tops,Red,Mabel Able Sisters 
clothing_1314-5,Tank,Tops,Navy Blue,Mabel Able Sisters 
clothing_1315-1,Tartan-Check Umbrella,Umbrellas,,Nook's Cranny 
clothing_1316-1,Tee and Towel,Tops,White Towel & White Shirt,Able Sisters Apparel shop 
clothing_1316-2,Tee and Towel,Tops,Red Towel & White Shirt,Able Sisters Apparel shop 
clothing_1316-3,Tee and Towel,Tops,Blue Towel & White Shirt,Able Sisters Apparel shop 
clothing_1316-4,Tee and Towel,Tops,Black Towel & White Shirt,Able Sisters Apparel shop 
clothing_1316-5,Tee and Towel,Tops,Pink Towel & Black Shirt,Able Sisters Apparel shop 
clothing_1316-6,Tee and Towel,Tops,Orange Towel & Black Shirt,Able Sisters Apparel shop 
clothing_1316-7,Tee and Towel,Tops,Green Towel & Black Shirt,Able Sisters Apparel shop 
clothing_1317-1,Tee Dress,Dress-Up,White,Mabel Able Sisters 
clothing_1317-2,Tee Dress,Dress-Up,Black,Mabel Able Sisters 
clothing_1317-3,Tee Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_1317-4,Tee Dress,Dress-Up,Olive,Mabel Able Sisters 
clothing_1317-5,Tee Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_1317-6,Tee Dress,Dress-Up,Beige,Mabel Able Sisters 
clothing_1318-1,Tee with Silicone Bib,Tops,Baby Pink,Able Sisters Apparel shop 
clothing_1318-2,Tee with Silicone Bib,Tops,Baby Purple,Able Sisters Apparel shop 
clothing_1318-3,Tee with Silicone Bib,Tops,Baby Orange,Able Sisters Apparel shop 
clothing_1318-4,Tee with Silicone Bib,Tops,Baby Yellow,Able Sisters Apparel shop 
clothing_1318-5,Tee with Silicone Bib,Tops,Baby Green,Able Sisters Apparel shop 
clothing_1318-6,Tee with Silicone Bib,Tops,Baby Mint,Able Sisters Apparel shop 
clothing_1318-7,Tee with Silicone Bib,Tops,Baby Blue,Able Sisters Apparel shop 
clothing_1318-8,Tee with Silicone Bib,Tops,Baby Gray,Able Sisters Apparel shop 
clothing_1319-1,Tee-Parka Combo,Tops,Pink,Mabel Able Sisters 
clothing_1319-2,Tee-Parka Combo,Tops,Orange,Mabel Able Sisters 
clothing_1319-3,Tee-Parka Combo,Tops,Lime,Mabel Able Sisters 
clothing_1319-4,Tee-Parka Combo,Tops,Mint,Mabel Able Sisters 
clothing_1319-5,Tee-Parka Combo,Tops,Blue,Mabel Able Sisters 
clothing_1320-1,Tennis Skirt,Bottoms,White,Able Sisters 
clothing_1320-2,Tennis Skirt,Bottoms,Pink,Able Sisters 
clothing_1320-3,Tennis Skirt,Bottoms,Light Blue,Able Sisters 
clothing_1320-4,Tennis Skirt,Bottoms,Navy Blue,Able Sisters 
clothing_1321-1,Tennis Sweater,Tops,Ivory,Able Sisters 
clothing_1321-2,Tennis Sweater,Tops,Red,Able Sisters 
clothing_1321-3,Tennis Sweater,Tops,Green,Able Sisters 
clothing_1321-4,Tennis Sweater,Tops,Brown,Able Sisters 
clothing_1322-1,Terry-Cloth Do-Rag,Headwear,White,Mabel Able Sisters 
clothing_1322-2,Terry-Cloth Do-Rag,Headwear,Black,Mabel Able Sisters 
clothing_1322-3,Terry-Cloth Do-Rag,Headwear,Berry Red,Mabel Able Sisters 
clothing_1322-4,Terry-Cloth Do-Rag,Headwear,Yellow,Mabel Able Sisters 
clothing_1322-5,Terry-Cloth Do-Rag,Headwear,Blue,Mabel Able Sisters 
